country_iso3,year,coal_electricity_share,score_tariff_trade_protection
CHL,2014,37.067123,37.067123
CHL,2015,37.418236,37.418236
CHL,2016,38.386402,38.386402
CHL,2017,37.1215,37.1215
CHL,2018,36.558216,36.558216
CHL,2019,33.496067,33.496067
CHL,2020,31.191671,31.191671
CHL,2021,28.80753,28.80753
CHL,2022,23.637962,23.637962
CHL,2023,17.292118,17.292118
CHL,2024,15.79655,15.79655
CHN,1985,63.465252,63.465252
CHN,1986,66.64969,66.64969
CHN,1987,68.345924,68.345924
CHN,1988,68.53377,68.53377
CHN,1989,69.26353,69.26353
CHN,1990,71.032036,71.032036
CHN,1991,73.56416,73.56416
CHN,1992,75.24864,75.24864
CHN,1993,72.60174,72.60174
CHN,1994,74.73684,74.73684
CHN,1995,73.670685,73.670685
CHN,1996,76.22089,76.22089
CHN,1997,76.353,76.353
CHN,1998,76.40738,76.40738
CHN,1999,78.24453,78.24453
CHN,2000,78.21334,78.21334
CHN,2001,76.25254,76.25254
CHN,2002,77.54306,77.54306
CHN,2003,79.55542,79.55542
CHN,2004,78.1742,78.1742
CHN,2005,79.19776,79.19776
CHN,2006,80.343506,80.343506
CHN,2007,80.95894,80.95894
CHN,2008,77.4913,77.4913
CHN,2009,78.3796,78.3796
CHN,2010,76.85945,76.85945
CHN,2011,78.31221,78.31221
CHN,2012,75.15108,75.15108
CHN,2013,75.067154,75.067154
CHN,2014,72.53596,72.53596
CHN,2015,69.586624,69.586624
CHN,2016,67.76849,67.76849
CHN,2017,67.07654,67.07654
CHN,2018,66.47819,66.47819
CHN,2019,64.70627,64.70627
CHN,2020,63.27183,63.27183
CHN,2021,62.499504,62.499504
CHN,2022,61.169144,61.169144
CHN,2023,60.84609,60.84609
CHN,2024,58.176342,58.176342
COL,2000,4.8586774,4.8586774
COL,2001,5.1692166,5.1692166
COL,2002,4.853501,4.853501
COL,2003,6.082251,6.082251
COL,2004,3.770525,3.770525
COL,2005,4.665599,4.665599
COL,2006,5.324334,5.324334
COL,2007,6.1872606,6.1872606
COL,2008,5.263158,5.263158
COL,2009,7.3480177,7.3480177
COL,2010,6.7076206,6.7076206
COL,2011,3.6466775,3.6466775
COL,2012,5.3282585,5.3282585
COL,2013,8.216569,8.216569
COL,2014,7.749078,7.749078
COL,2015,9.054765,9.054765
COL,2016,8.11343,8.11343
COL,2017,4.014273,4.014273
COL,2018,5.779312,5.779312
COL,2019,10.319879,10.319879
COL,2020,11.729903,11.729903
COL,2021,5.263158,5.263158
COL,2022,6.0463433,6.0463433
COL,2023,12.530414,12.530414
COL,2024,15.152554,15.152554
COM,2000,0,0
COM,2001,0,0
COM,2002,0,0
COM,2003,0,0
COM,2004,0,0
COM,2005,0,0
COM,2006,0,0
COM,2007,0,0
COM,2008,0,0
COM,2009,0,0
COM,2010,0,0
COM,2011,0,0
COM,2012,0,0
COM,2013,0,0
COM,2014,0,0
COM,2015,0,0
COM,2016,0,0
COM,2017,0,0
COM,2018,0,0
COM,2019,0,0
COM,2020,0,0
COM,2021,0,0
COM,2022,0,0
COM,2023,0,0
COG,2000,0,0
COG,2001,0,0
COG,2002,0,0
COG,2003,0,0
COG,2004,0,0
COG,2005,0,0
COG,2006,0,0
COG,2007,0,0
COG,2008,0,0
COG,2009,0,0
COG,2010,0,0
COG,2011,0,0
COG,2012,0,0
COG,2013,0,0
COG,2014,0,0
COG,2015,0,0
COG,2016,0,0
COG,2017,0,0
COG,2018,0,0
COG,2019,0,0
COG,2020,0,0
COG,2021,0,0
COG,2022,0,0
COG,2023,0,0
COK,2000,0,0
COK,2001,0,0
COK,2002,0,0
COK,2003,0,0
COK,2004,0,0
COK,2005,0,0
COK,2006,0,0
COK,2007,0,0
COK,2008,0,0
COK,2009,0,0
COK,2010,0,0
COK,2011,0,0
COK,2012,0,0
COK,2013,0,0
COK,2014,0,0
COK,2015,0,0
COK,2016,0,0
COK,2017,0,0
COK,2018,0,0
COK,2019,0,0
COK,2020,0,0
COK,2021,0,0
COK,2022,0,0
CRI,2000,0,0
CRI,2001,0,0
CRI,2002,0,0
CRI,2003,0,0
CRI,2004,0,0
CRI,2005,0,0
CRI,2006,0,0
CRI,2007,0,0
CRI,2008,0,0
CRI,2009,0,0
CRI,2010,0,0
CRI,2011,0,0
CRI,2012,0,0
CRI,2013,0,0
CRI,2014,0,0
CRI,2015,0,0
CRI,2016,0,0
CRI,2017,0,0
CRI,2018,0,0
CRI,2019,0,0
CRI,2020,0,0
CRI,2021,0,0
CRI,2022,0,0
CRI,2023,0,0
CRI,2024,0,0
CIV,2000,0,0
CIV,2001,0,0
CIV,2002,0,0
CIV,2003,0,0
CIV,2004,0,0
CIV,2005,0,0
CIV,2006,0,0
CIV,2007,0,0
CIV,2008,0,0
CIV,2009,0,0
CIV,2010,0,0
CIV,2011,0,0
CIV,2012,0,0
CIV,2013,0,0
CIV,2014,0,0
CIV,2015,0,0
CIV,2016,0,0
CIV,2017,0,0
CIV,2018,0,0
CIV,2019,0,0
CIV,2020,0,0
CIV,2021,0,0
CIV,2022,0,0
CIV,2023,0,0
HRV,1990,7.1509643,7.1509643
HRV,1991,4.5454545,4.5454545
HRV,1992,7.415731,7.415731
HRV,1993,4.716981,4.716981
HRV,1994,1.1441648,1.1441648
HRV,1995,2.5974026,2.5974026
HRV,1996,1.0771992,1.0771992
HRV,1997,4.995103,4.995103
HRV,1998,4.72028,4.72028
HRV,1999,4.0123453,4.0123453
HRV,2000,13.82694,13.82694
HRV,2001,12.862745,12.862745
HRV,2002,16.627266,16.627266
HRV,2003,18.237083,18.237083
HRV,2004,15.428985,15.428985
HRV,2005,17.854404,17.854404
HRV,2006,17.42835,17.42835
HRV,2007,19.298246,19.298246
HRV,2008,19.483568,19.483568
HRV,2009,12.35955,12.35955
HRV,2010,16.091955,16.091955
HRV,2011,22.974176,22.974176
HRV,2012,21.192053,21.192053
HRV,2013,17.360115,17.360115
HRV,2014,17.647058,17.647058
HRV,2015,20.551601,20.551601
HRV,2016,20.63492,20.63492
HRV,2017,11.639762,11.639762
HRV,2018,10.724852,10.724852
HRV,2019,12.964427,12.964427
HRV,2020,9.221467,9.221467
HRV,2021,9.662476,9.662476
HRV,2022,11.063829,11.063829
HRV,2023,7.719095,7.719095
HRV,2024,5.5338545,5.5338545
CUB,2000,0,0
CUB,2001,0,0
CUB,2002,0,0
CUB,2003,0,0
CUB,2004,0,0
CUB,2005,0,0
CUB,2006,0,0
CUB,2007,0,0
CUB,2008,0,0
CUB,2009,0,0
CUB,2010,0,0
CUB,2011,0,0
CUB,2012,0,0
CUB,2013,0,0
CUB,2014,0,0
CUB,2015,0,0
CUB,2016,0,0
CUB,2017,0,0
CUB,2018,0,0
CUB,2019,0,0
CUB,2020,0,0
CUB,2021,0,0
CUB,2022,0,0
CUB,2023,0,0
CYP,1990,0,0
CYP,1991,0,0
CYP,1992,0,0
CYP,1993,0,0
CYP,1994,0,0
CYP,1995,0,0
CYP,1996,0,0
CYP,1997,0,0
CYP,1998,0,0
CYP,1999,0,0
CYP,2000,0,0
CYP,2001,0,0
CYP,2002,0,0
CYP,2003,0,0
CYP,2004,0,0
CYP,2005,0,0
CYP,2006,0,0
CYP,2007,0,0
CYP,2008,0,0
CYP,2009,0,0
CYP,2010,0,0
CYP,2011,0,0
CYP,2012,0,0
CYP,2013,0,0
CYP,2014,0,0
CYP,2015,0,0
CYP,2016,0,0
CYP,2017,0,0
CYP,2018,0,0
CYP,2019,0,0
CYP,2020,0,0
CYP,2021,0,0
CYP,2022,0,0
CYP,2023,0,0
CYP,2024,0,0
CZE,1990,75.50988,75.50988
CZE,1991,75.62189,75.62189
CZE,1992,74.36071,74.36071
CZE,1993,73.751495,73.751495
CZE,1994,72.328766,72.328766
CZE,1995,73.192474,73.192474
CZE,1996,71.17343,71.17343
CZE,1997,71.21944,71.21944
CZE,1998,70.11761,70.11761
CZE,1999,68.80163,68.80163
CZE,2000,72.3594,72.3594
CZE,2001,70.85691,70.85691
CZE,2002,65.67105,65.67105
CZE,2003,61.32383,61.32383
CZE,2004,60.042965,60.042965
CZE,2005,60.44184,60.44184
CZE,2006,59.34736,59.34736
CZE,2007,61.28518,61.28518
CZE,2008,58.56148,58.56148
CZE,2009,56.271435,56.271435
CZE,2010,55.03403,55.03403
CZE,2011,53.878117,53.878117
CZE,2012,50.796947,50.796947
CZE,2013,47.86404,47.86404
CZE,2014,47.92892,47.92892
CZE,2015,49.87271,49.87271
CZE,2016,51.18293,51.18293
CZE,2017,48.320892,48.320892
CZE,2018,47.443577,47.443577
CZE,2019,43.548763,43.548763
CZE,2020,38.701622,38.701622
CZE,2021,40.855843,40.855843
CZE,2022,44.046337,44.046337
CZE,2023,39.493473,39.493473
CZE,2024,36.524242,36.524242
COD,2000,0,0
COD,2001,0,0
COD,2002,0,0
COD,2003,0,0
COD,2004,0,0
COD,2005,0,0
COD,2006,0,0
COD,2007,0,0
COD,2008,0,0
COD,2009,0,0
COD,2010,0,0
COD,2011,0,0
COD,2012,0,0
COD,2013,0,0
COD,2014,0,0
COD,2015,0,0
COD,2016,0,0
COD,2017,0,0
COD,2018,0,0
COD,2019,0,0
COD,2020,0,0
COD,2021,0,0
COD,2022,0,0
COD,2023,0,0
DNK,1990,90.824974,90.824974
DNK,1991,91.7421,91.7421
DNK,1992,88.10457,88.10457
DNK,1993,86.82653,86.82653
DNK,1994,82.4418,82.4418
DNK,1995,74.79497,74.79497
DNK,1996,74.316216,74.316216
DNK,1997,65.15632,65.15632
DNK,1998,57.7957,57.7957
DNK,1999,51.8595,51.8595
DNK,2000,46.499306,46.499306
DNK,2001,47.469364,47.469364
DNK,2002,46.70077,46.70077
DNK,2003,55.057644,55.057644
DNK,2004,46.396618,46.396618
DNK,2005,42.84922,42.84922
DNK,2006,54.071304,54.071304
DNK,2007,50.817577,50.817577
DNK,2008,47.86184,47.86184
DNK,2009,48.800003,48.800003
DNK,2010,43.896774,43.896774
DNK,2011,39.817715,39.817715
DNK,2012,34.47825,34.47825
DNK,2013,41.288643,41.288643
DNK,2014,34.519352,34.519352
DNK,2015,24.704657,24.704657
DNK,2016,29.177631,29.177631
DNK,2017,20.097088,20.097088
DNK,2018,21.747766,21.747766
DNK,2019,11.270003,11.270003
DNK,2020,10.706788,10.706788
DNK,2021,13.274606,13.274606
DNK,2022,12.660759,12.660759
DNK,2023,7.5051913,7.5051913
DNK,2024,7.0239773,7.0239773
DJI,2000,0,0
DJI,2001,0,0
DJI,2002,0,0
DJI,2003,0,0
DJI,2004,0,0
DJI,2005,0,0
DJI,2006,0,0
DJI,2007,0,0
DJI,2008,0,0
DJI,2009,0,0
DJI,2010,0,0
DJI,2011,0,0
DJI,2012,0,0
DJI,2013,0,0
DJI,2014,0,0
DJI,2015,0,0
DJI,2016,0,0
DJI,2017,0,0
DJI,2018,0,0
DJI,2019,0,0
DJI,2020,0,0
DJI,2021,0,0
DJI,2022,0,0
DJI,2023,0,0
DMA,2000,0,0
DMA,2001,0,0
DMA,2002,0,0
DMA,2003,0,0
DMA,2004,0,0
DMA,2005,0,0
DMA,2006,0,0
DMA,2007,0,0
DMA,2008,0,0
DMA,2009,0,0
DMA,2010,0,0
DMA,2011,0,0
DMA,2012,0,0
DMA,2013,0,0
DMA,2014,0,0
DMA,2015,0,0
DMA,2016,0,0
DMA,2017,0,0
DMA,2018,0,0
DMA,2019,0,0
DMA,2020,0,0
DMA,2021,0,0
DMA,2022,0,0
DMA,2023,0,0
DOM,2000,0,0
DOM,2001,1.0903426,1.0903426
DOM,2002,4.244604,4.244604
DOM,2003,9.520452,9.520452
DOM,2004,10.981697,10.981697
DOM,2005,10.71964,10.71964
DOM,2006,13.890858,13.890858
DOM,2007,14.207275,14.207275
DOM,2008,13.963039,13.963039
DOM,2009,14.036364,14.036364
DOM,2010,12.516915,12.516915
DOM,2011,12.690355,12.690355
DOM,2012,12.544378,12.544378
DOM,2013,12.471784,12.471784
DOM,2014,14.004629,14.004629
DOM,2015,12.833333,12.833333
DOM,2016,12.566559,12.566559
DOM,2017,12.552083,12.552083
DOM,2018,11.632652,11.632652
DOM,2019,16.729322,16.729322
DOM,2020,30.631092,30.631092
DOM,2021,26.878208,26.878208
DOM,2022,32.295895,32.295895
DOM,2023,31.433224,31.433224
DOM,2024,29.841747,29.841747
TLS,2003,0,0
TLS,2004,0,0
TLS,2005,0,0
TLS,2006,0,0
TLS,2007,0,0
TLS,2008,0,0
TLS,2009,0,0
TLS,2010,0,0
TLS,2011,0,0
TLS,2012,0,0
TLS,2013,0,0
TLS,2014,0,0
TLS,2015,0,0
TLS,2016,0,0
TLS,2017,0,0
TLS,2018,0,0
TLS,2019,0,0
TLS,2020,0,0
TLS,2021,0,0
TLS,2022,0,0
TLS,2023,0,0
ECU,2000,0,0
ECU,2001,0,0
ECU,2002,0,0
ECU,2003,0,0
ECU,2004,0,0
ECU,2005,0,0
ECU,2006,0,0
ECU,2007,0,0
ECU,2008,0,0
ECU,2009,0,0
ECU,2010,0,0
ECU,2011,0,0
ECU,2012,0,0
ECU,2013,0,0
ECU,2014,0,0
ECU,2015,0,0
ECU,2016,0,0
ECU,2017,0,0
ECU,2018,0,0
ECU,2019,0,0
ECU,2020,0,0
ECU,2021,0,0
ECU,2022,0,0
ECU,2023,0,0
ECU,2024,0,0
EGY,1985,0,0
EGY,1986,0,0
EGY,1987,0,0
EGY,1988,0,0
EGY,1989,0,0
EGY,1990,0,0
EGY,1991,0,0
EGY,1992,0,0
EGY,1993,0,0
EGY,1994,0,0
EGY,1995,0,0
EGY,1996,0,0
EGY,1997,0,0
EGY,1998,0,0
EGY,1999,0,0
EGY,2000,0,0
EGY,2001,0,0
EGY,2002,0,0
EGY,2003,0,0
EGY,2004,0,0
EGY,2005,0,0
EGY,2006,0,0
EGY,2007,0,0
EGY,2008,0,0
EGY,2009,0,0
EGY,2010,0,0
EGY,2011,0,0
EGY,2012,0,0
EGY,2013,0,0
EGY,2014,0,0
EGY,2015,0,0
EGY,2016,0,0
EGY,2017,0,0
EGY,2018,0,0
EGY,2019,0,0
EGY,2020,0,0
EGY,2021,0,0
EGY,2022,0,0
EGY,2023,0,0
EGY,2024,0,0
SLV,2000,0,0
SLV,2001,0,0
SLV,2002,0,0
SLV,2003,0,0
SLV,2004,0,0
SLV,2005,0,0
SLV,2006,0,0
SLV,2007,0,0
SLV,2008,0,0
SLV,2009,0,0
SLV,2010,0,0
SLV,2011,0,0
SLV,2012,0,0
SLV,2013,0,0
SLV,2014,0,0
SLV,2015,0,0
SLV,2016,0,0
SLV,2017,0,0
SLV,2018,0,0
SLV,2019,0,0
SLV,2020,0,0
SLV,2021,0,0
SLV,2022,0,0
SLV,2023,0,0
SLV,2024,0,0
GNQ,2000,0,0
GNQ,2001,0,0
GNQ,2002,0,0
GNQ,2003,0,0
GNQ,2004,0,0
GNQ,2005,0,0
GNQ,2006,0,0
GNQ,2007,0,0
GNQ,2008,0,0
GNQ,2009,0,0
GNQ,2010,0,0
GNQ,2011,0,0
GNQ,2012,0,0
GNQ,2013,0,0
GNQ,2014,0,0
GNQ,2015,0,0
GNQ,2016,0,0
GNQ,2017,0,0
GNQ,2018,0,0
GNQ,2019,0,0
GNQ,2020,0,0
GNQ,2021,0,0
GNQ,2022,0,0
GNQ,2023,0,0
ERI,2000,0,0
ERI,2001,0,0
ERI,2002,0,0
ERI,2003,0,0
ERI,2004,0,0
ERI,2005,0,0
ERI,2006,0,0
ERI,2007,0,0
ERI,2008,0,0
ERI,2009,0,0
ERI,2010,0,0
ERI,2011,0,0
ERI,2012,0,0
ERI,2013,0,0
ERI,2014,0,0
ERI,2015,0,0
ERI,2016,0,0
ERI,2017,0,0
ERI,2018,0,0
ERI,2019,0,0
ERI,2020,0,0
ERI,2021,0,0
ERI,2022,0,0
ERI,2023,0,0
EST,1990,0,0
EST,1991,0,0
EST,1992,0,0
EST,1993,0,0
EST,1994,0,0
EST,1995,0,0
EST,1996,0,0
EST,1997,0,0
EST,1998,0,0
EST,1999,0,0
EST,2000,0,0
EST,2001,0,0
EST,2002,0,0
EST,2003,0,0
EST,2004,0,0
EST,2005,0,0
EST,2006,0,0
EST,2007,0,0
EST,2008,0,0
EST,2009,0,0
EST,2010,0,0
EST,2011,0,0
EST,2012,0,0
EST,2013,0.07530121,0.07530121
EST,2014,0.08032128,0.08032128
EST,2015,0,0
EST,2016,0,0
EST,2017,0.15197568,0.15197568
EST,2018,0,0
EST,2019,0,0
EST,2020,0,0
EST,2021,0,0
EST,2022,0,0
EST,2023,0,0
EST,2024,0,0
SWZ,2000,1.5151514,1.5151514
SWZ,2001,1.4285715,1.4285715
SWZ,2002,2.7777777,2.7777777
SWZ,2003,3.125,3.125
SWZ,2004,3.4482758,3.4482758
SWZ,2005,1.6129031,1.6129031
SWZ,2006,1.4492754,1.4492754
SWZ,2007,1.4084507,1.4084507
SWZ,2008,1.4492754,1.4492754
SWZ,2009,1.5151514,1.5151514
SWZ,2010,1.3513513,1.3513513
SWZ,2011,1.7241379,1.7241379
SWZ,2012,3.846154,3.846154
SWZ,2013,3.333333,3.333333
SWZ,2014,4.1666665,4.1666665
SWZ,2015,5.263158,5.263158
SWZ,2016,8.333333,8.333333
SWZ,2017,4.6511626,4.6511626
SWZ,2018,4.0816326,4.0816326
SWZ,2019,8.163265,8.163265
SWZ,2020,4.0816326,4.0816326
SWZ,2021,3.9215686,3.9215686
SWZ,2022,3.6363635,3.6363635
SWZ,2023,3.5714285,3.5714285
ETH,2000,0,0
ETH,2001,0,0
ETH,2002,0,0
ETH,2003,0,0
ETH,2004,0,0
ETH,2005,0,0
ETH,2006,0,0
ETH,2007,0,0
ETH,2008,0,0
ETH,2009,0,0
ETH,2010,0,0
ETH,2011,0,0
ETH,2012,0,0
ETH,2013,0,0
ETH,2014,0,0
ETH,2015,0,0
ETH,2016,0,0
ETH,2017,0,0
ETH,2018,0,0
ETH,2019,0,0
ETH,2020,0,0
ETH,2021,0,0
ETH,2022,0,0
ETH,2023,0,0
FLK,2000,0,0
FLK,2001,0,0
FLK,2002,0,0
FLK,2003,0,0
FLK,2004,0,0
FLK,2005,0,0
FLK,2006,0,0
FLK,2007,0,0
FLK,2008,0,0
FLK,2009,0,0
FLK,2010,0,0
FLK,2011,0,0
FLK,2012,0,0
FLK,2013,0,0
FLK,2014,0,0
FLK,2015,0,0
FLK,2016,0,0
FLK,2017,0,0
FLK,2018,0,0
FLK,2019,0,0
FLK,2020,0,0
FLK,2021,0,0
FLK,2022,0,0
FRO,2000,0,0
FRO,2001,0,0
FRO,2002,0,0
FRO,2003,0,0
FRO,2004,0,0
FRO,2005,0,0
FRO,2006,0,0
FRO,2007,0,0
FRO,2008,0,0
FRO,2009,0,0
FRO,2010,0,0
FRO,2011,0,0
FRO,2012,0,0
FRO,2013,0,0
FRO,2014,0,0
FRO,2015,0,0
FRO,2016,0,0
FRO,2017,0,0
FRO,2018,0,0
FRO,2019,0,0
FRO,2020,0,0
FRO,2021,0,0
FRO,2022,0,0
FJI,2000,0,0
FJI,2001,0,0
FJI,2002,0,0
FJI,2003,0,0
FJI,2004,0,0
FJI,2005,0,0
FJI,2006,0,0
FJI,2007,0,0
FJI,2008,0,0
FJI,2009,0,0
FJI,2010,0,0
FJI,2011,0,0
FJI,2012,0,0
FJI,2013,0,0
FJI,2014,0,0
FJI,2015,0,0
FJI,2016,0,0
FJI,2017,0,0
FJI,2018,0,0
FJI,2019,0,0
FJI,2020,0,0
FJI,2021,0,0
FJI,2022,0,0
FJI,2023,0,0
FIN,1990,17.770418,17.770418
FIN,1991,16.890959,16.890959
FIN,1992,13.275563,13.275563
FIN,1993,16.115295,16.115295
FIN,1994,21.30448,21.30448
FIN,1995,17.296875,17.296875
FIN,1996,21.815035,21.815035
FIN,1997,18.579077,18.579077
FIN,1998,11.325061,11.325061
FIN,1999,12.892538,12.892538
FIN,2000,12.133771,12.133771
FIN,2001,14.251176,14.251176
FIN,2002,16.964764,16.964764
FIN,2003,22.840532,22.840532
FIN,2004,19.22181,19.22181
FIN,2005,9.212018,9.212018
FIN,2006,19.844452,19.844452
FIN,2007,17.112234,17.112234
FIN,2008,10.989011,10.989011
FIN,2009,15.445463,15.445463
FIN,2010,18.030754,18.030754
FIN,2011,13.306122,13.306122
FIN,2012,10.083795,10.083795
FIN,2013,15.001402,15.001402
FIN,2014,11.629956,11.629956
FIN,2015,7.4624686,7.4624686
FIN,2016,10.138182,10.138182
FIN,2017,8.67891,8.67891
FIN,2018,8.24434,8.24434
FIN,2019,6.3547587,6.3547587
FIN,2020,3.5239747,3.5239747
FIN,2021,3.7026765,3.7026765
FIN,2022,4.766524,4.766524
FIN,2023,1.9162264,1.9162264
FIN,2024,0.8014355,0.8014355
FRA,1985,12.031106,12.031106
FRA,1986,8.580546,8.580546
FRA,1987,7.26552,7.26552
FRA,1988,6.3886294,6.3886294
FRA,1989,8.005433,8.005433
FRA,1990,7.564176,7.564176
FRA,1991,8.795577,8.795577
FRA,1992,7.4649973,7.4649973
FRA,1993,4.4779625,4.4779625
FRA,1994,4.4200997,4.4200997
FRA,1995,4.940643,4.940643
FRA,1996,5.521968,5.521968
FRA,1997,4.44213,4.44213
FRA,1998,6.627399,6.627399
FRA,1999,5.635755,5.635755
FRA,2000,5.0698514,5.0698514
FRA,2001,3.7744195,3.7744195
FRA,2002,4.2921414,4.2921414
FRA,2003,4.6965823,4.6965823
FRA,2004,4.303373,4.303373
FRA,2005,4.8336086,4.8336086
FRA,2006,4.034902,4.034902
FRA,2007,4.351773,4.351773
FRA,2008,4.067163,4.067163
FRA,2009,4.0974154,4.0974154
FRA,2010,4.153923,4.153923
FRA,2011,3.0635073,3.0635073
FRA,2012,3.7809646,3.7809646
FRA,2013,4.133507,4.133507
FRA,2014,1.9883103,1.9883103
FRA,2015,2.0709236,2.0709236
FRA,2016,1.8305775,1.8305775
FRA,2017,2.3020523,2.3020523
FRA,2018,1.4429588,1.4429588
FRA,2019,0.6434848,0.6434848
FRA,2020,0.58587086,0.58587086
FRA,2021,0.9882823,0.9882823
FRA,2022,0.8879592,0.8879592
FRA,2023,0.38254216,0.38254216
FRA,2024,0.30659997,0.30659997
PYF,2000,0,0
PYF,2001,0,0
PYF,2002,0,0
PYF,2003,0,0
PYF,2004,0,0
PYF,2005,0,0
PYF,2006,0,0
PYF,2007,0,0
PYF,2008,0,0
PYF,2009,0,0
PYF,2010,0,0
PYF,2011,0,0
PYF,2012,0,0
PYF,2013,0,0
PYF,2014,0,0
PYF,2015,0,0
PYF,2016,0,0
PYF,2017,0,0
PYF,2018,0,0
PYF,2019,0,0
PYF,2020,0,0
PYF,2021,0,0
PYF,2022,0,0
GAB,2000,0,0
GAB,2001,0,0
GAB,2002,0,0
GAB,2003,0,0
GAB,2004,0,0
GAB,2005,0,0
GAB,2006,0,0
GAB,2007,0,0
GAB,2008,0,0
GAB,2009,0,0
GAB,2010,0,0
GAB,2011,0,0
GAB,2012,0,0
GAB,2013,0,0
GAB,2014,0,0
GAB,2015,0,0
GAB,2016,0,0
GAB,2017,0,0
GAB,2018,0,0
GAB,2019,0,0
GAB,2020,0,0
GAB,2021,0,0
GAB,2022,0,0
GAB,2023,0,0
GMB,2000,0,0
GMB,2001,0,0
GMB,2002,0,0
GMB,2003,0,0
GMB,2004,0,0
GMB,2005,0,0
GMB,2006,0,0
GMB,2007,0,0
GMB,2008,0,0
GMB,2009,0,0
GMB,2010,0,0
GMB,2011,0,0
GMB,2012,0,0
GMB,2013,0,0
GMB,2014,0,0
GMB,2015,0,0
GMB,2016,0,0
GMB,2017,0,0
GMB,2018,0,0
GMB,2019,0,0
GMB,2020,0,0
GMB,2021,0,0
GMB,2022,0,0
GMB,2023,0,0
GEO,2000,0,0
GEO,2001,0,0
GEO,2002,0,0
GEO,2003,0,0
GEO,2004,0,0
GEO,2005,0,0
GEO,2006,0,0
GEO,2007,0,0
GEO,2008,0,0
GEO,2009,0,0
GEO,2010,0,0
GEO,2011,0,0
GEO,2012,0,0
GEO,2013,0,0
GEO,2014,0,0
GEO,2015,0,0
GEO,2016,0.1740644,0.1740644
GEO,2017,0.17482518,0.17482518
GEO,2018,0.08305648,0.08305648
GEO,2019,0,0
GEO,2020,0,0
GEO,2021,0,0
GEO,2022,0,0
GEO,2023,0,0
GEO,2024,0,0
DEU,1985,59.877445,59.877445
DEU,1986,60.224964,60.224964
DEU,1987,57.936638,57.936638
DEU,1988,56.48581,56.48581
DEU,1989,55.924114,55.924114
DEU,1990,57.175526,57.175526
DEU,1991,57.39898,57.39898
DEU,1992,55.392773,55.392773
DEU,1993,56.316257,56.316257
DEU,1994,55.712505,55.712505
DEU,1995,54.480713,54.480713
DEU,1996,53.990112,53.990112
DEU,1997,52.041656,52.041656
DEU,1998,53.209774,53.209774
DEU,1999,51.207962,51.207962
DEU,2000,52.145176,52.145176
DEU,2001,50.737553,50.737553
DEU,2002,51.32246,51.32246
DEU,2003,50.600468,50.600468
DEU,2004,49.010826,49.010826
DEU,2005,46.978836,46.978836
DEU,2006,45.847347,45.847347
DEU,2007,47.076534,47.076534
DEU,2008,43.525913,43.525913
DEU,2009,43.10667,43.10667
DEU,2010,42.115635,42.115635
DEU,2011,43.381817,43.381817
DEU,2012,44.566887,44.566887
DEU,2013,45.768555,45.768555
DEU,2014,44.34909,44.34909
DEU,2015,42.586483,42.586483
DEU,2016,40.801533,40.801533
DEU,2017,37.43599,37.43599
DEU,2018,36.085278,36.085278
DEU,2019,28.570713,28.570713
DEU,2020,23.749449,23.749449
DEU,2021,28.44531,28.44531
DEU,2022,31.740402,31.740402
DEU,2023,25.160055,25.160055
DEU,2024,21.882275,21.882275
GHA,2000,0,0
GHA,2001,0,0
GHA,2002,0,0
GHA,2003,0,0
GHA,2004,0,0
GHA,2005,0,0
GHA,2006,0,0
GHA,2007,0,0
GHA,2008,0,0
GHA,2009,0,0
GHA,2010,0,0
GHA,2011,0,0
GHA,2012,0,0
GHA,2013,0,0
GHA,2014,0,0
GHA,2015,0,0
GHA,2016,0,0
GHA,2017,0,0
GHA,2018,0,0
GHA,2019,0,0
GHA,2020,0,0
GHA,2021,0,0
GHA,2022,0,0
GHA,2023,0,0
GIB,2000,0,0
GIB,2001,0,0
GIB,2002,0,0
GIB,2003,0,0
GIB,2004,0,0
GIB,2005,0,0
GIB,2006,0,0
GIB,2007,0,0
GIB,2008,0,0
GIB,2009,0,0
GIB,2010,0,0
GIB,2011,0,0
GIB,2012,0,0
GIB,2013,0,0
GIB,2014,0,0
GIB,2015,0,0
GIB,2016,0,0
GIB,2017,0,0
GIB,2018,0,0
GIB,2019,0,0
GIB,2020,0,0
GIB,2021,0,0
GIB,2022,0,0
GIB,2023,0,0
GRC,1990,73.59649,73.59649
GRC,1991,67.34869,67.34869
GRC,1992,72.38847,72.38847
GRC,1993,73.65492,73.65492
GRC,1994,73.91304,73.91304
GRC,1995,70.10259,70.10259
GRC,1996,69.480675,69.480675
GRC,1997,71.5487,71.5487
GRC,1998,71.00656,71.00656
GRC,1999,66.230316,66.230316
GRC,2000,64.80922,64.80922
GRC,2001,67.43433,67.43433
GRC,2002,64.786354,64.786354
GRC,2003,61.40014,61.40014
GRC,2004,60.769497,60.769497
GRC,2005,60.51422,60.51422
GRC,2006,54.30062,54.30062
GRC,2007,55.576923,55.576923
GRC,2008,53.650692,53.650692
GRC,2009,56.662247,56.662247
GRC,2010,54.407345,54.407345
GRC,2011,53.156544,53.156544
GRC,2012,51.927895,51.927895
GRC,2013,46.833424,46.833424
GRC,2014,51.894398,51.894398
GRC,2015,43.310482,43.310482
GRC,2016,35.066864,35.066864
GRC,2017,34.233578,34.233578
GRC,2018,32.674397,32.674397
GRC,2019,25.276329,25.276329
GRC,2020,13.912861,13.912861
